Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JEF9B00574,Denali_v0100000002.mot 2F1607E1,4.842,52.417,'BG96MAR02A07M1G,'860640052459866,'89460800231121179389,22.18,32.7687268,6.780,34.747,-,PASS,2021.05.12 15:59:09,SST Denali#1(TEST HEAD 3),'5210325006485,81087,2021.05.12 15:53:17,2021.05.12 15:59:09,'00:05:52,'OK,E0022500E4091E29,4104967,'0000000007,3.692,OK,OK,OK,4,370,25.79,64.00,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B003E4,Denali_v0100000002.mot 2F1607E1,4.864,55.132,'BG96MAR02A07M1G,'860640052398734,'89460800231121178837,20.09,32.7686582,6.866,30.086,-,PASS,2021.05.12 21:41:21,SST Denali#1(TEST HEAD 4),'5210325006550,71064,2021.05.12 21:33:18,2021.05.12 21:41:21,'00:08:03,'OK,E0022500E3FB2BE6,4115691,'0000000007,3.694,OK,OK,OK,4,575,25.14,70.90,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B007X4,Denali_v0100000002.mot 2F1607E1,4.786,52.447,'BG96MAR02A07M1G,'860640052366947,'89460800231121179439,20.72,32.7686789,6.676,34.126,-,PASS,2021.05.12 14:50:48,SST Denali#1(TEST HEAD 2),'5210325006618,36254,2021.05.12 14:42:15,2021.05.12 14:50:48,'00:08:33,'OK,E0022500E4156EB3,4107000,'0000000007,3.662,OK,OK,OK,5,417,25.38,65.50,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00834,Denali_v0100000002.mot 2F1607E1,4.850,51.806,'BG96MAR02A07M1G,'860640052440502,'89460800231121184066,-3.00,32.7679017,6.784,33.452,-,PASS,2021.05.12 15:50:08,SST Denali#1(TEST HEAD 4),'5210325006777,81087,2021.05.12 15:41:22,2021.05.12 15:50:08,'00:08:46,'OK,E0022500E405517B,4105503,'0000000007,3.679,OK,OK,OK,5,552,25.78,61.47,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00044,Denali_v0100000002.mot 2F1607E1,4.859,53.332,'BG96MAR02A07M1G,'860640052294347,'89460800231121184900,15.22,32.7684988,6.060,21.853,-,PASS,2021.05.13 00:20:19,SST Denali#1(TEST HEAD 4),'5210325006791,71064,2021.05.13 00:15:16,2021.05.13 00:20:19,'00:05:03,'OK,E0022500E3FBDC09,4117860,'0000000007,3.658,OK,OK,OK,2,554,24.93,72.15,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00774,Denali_v0100000002.mot 2F1607E1,4.866,54.400,'BG96MAR02A07M1G,'860640052291830,'89460800231121179843,35.44,32.7691613,6.964,32.883,-,PASS,2021.05.12 20:13:01,SST Denali#1(TEST HEAD 1),'5210325006750,71064,2021.05.12 20:06:37,2021.05.12 20:13:01,'00:06:24,'OK,E0022500E4095BB7,4109508,'0000000007,3.663,OK,OK,OK,4,380,25.17,69.35,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B004N4,Denali_v0100000002.mot 2F1607E1,4.863,52.935,'BG96MAR02A07M1G,'860640052366368,'89460800231121183423,44.38,32.7694544,6.806,30.811,-,PASS,2021.05.12 19:22:08,SST Denali#1(TEST HEAD 4),'5210325006682,81087,2021.05.12 19:17:27,2021.05.12 19:22:08,'00:04:41,'OK,E0022500E41CD78B,4105314,'0000000007,3.680,OK,OK,OK,4,565,25.34,68.55,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B003Z4,Denali_v0100000002.mot 2F1607E1,4.864,53.106,'BG96MAR02A07M1G,'860640052295237,'89460800231121176161,25.68,32.7688414,6.918,26.306,-,PASS,2021.05.12 20:13:33,SST Denali#1(TEST HEAD 4),'5210325006801,71064,2021.05.12 20:07:27,2021.05.12 20:13:33,'00:06:06,'OK,E0022500E3FBC332,4109701,'0000000007,3.682,OK,OK,OK,3,538,24.78,71.46,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00B94,Denali_v0100000002.mot 2F1607E1,4.843,53.666,'BG96MAR02A07M1G,'860640052295120,'89460800231121176674,22.18,32.7687267,6.802,34.902,-,PASS,2021.05.12 21:04:03,SST Denali#1(TEST HEAD 3),'5210325006814,71064,2021.05.12 20:54:17,2021.05.12 21:04:03,'00:09:46,'OK,E0022500E3F79DA3,4112471,'0000000007,3.670,OK,OK,OK,4,351,25.01,68.19,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B003D4,Denali_v0100000002.mot 2F1607E1,4.865,53.432,'BG96MAR02A07M1G,'860640052467901,'89460800231121177888,46.36,32.7695191,6.754,28.740,-,PASS,2021.05.12 10:28:24,SST Denali#1(TEST HEAD 4),'5210325006709,36254,2021.05.12 10:20:20,2021.05.12 10:28:24,'00:08:04,'OK,E0022500E404EE96,4127027,'0000000007,3.674,OK,OK,OK,4,551,24.88,66.63,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00024,Denali_v0100000002.mot 2F1607E1,4.862,53.367,'BG96MAR02A07M1G,'860640052466655,'89460800231121183217,14.93,32.7684893,6.742,29.724,-,PASS,2021.05.12 19:09:50,SST Denali#1(TEST HEAD 4),'5210325006703,81087,2021.05.12 19:05:33,2021.05.12 19:09:50,'00:04:17,'OK,E0022500E404F451,4105673,'0000000007,3.681,OK,OK,OK,4,552,25.18,70.23,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00794,Denali_v0100000002.mot 2F1607E1,4.862,54.189,'BG96MAR02A07M1G,'860640052417526,'89460800231121176773,24.14,32.7687909,6.929,27.497,-,PASS,2021.05.12 19:39:04,SST Denali#1(TEST HEAD 4),'5210325006732,81087,2021.05.12 19:34:05,2021.05.12 19:39:04,'00:04:59,'OK,E0022500E3FAE2AF,4106802,'0000000007,3.682,OK,OK,OK,5,577,25.23,65.69,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00254,Denali_v0100000002.mot 2F1607E1,4.789,54.977,'BG96MAR02A07M1G,'860640052417500,'89460800231121176757,26.57,32.7688706,6.819,33.918,-,PASS,2021.05.12 14:25:03,SST Denali#1(TEST HEAD 2),'5210325006733,36254,2021.05.12 14:16:44,2021.05.12 14:25:03,'00:08:19,'OK,E0022500E3FADE17,4109439,'0000000007,3.680,OK,OK,OK,4,436,25.21,65.22,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B005C4,Denali_v0100000002.mot 2F1607E1,4.851,52.693,'BG96MAR02A07M1G,'860640052292218,'89460800231121184231,18.17,32.7685953,6.838,34.592,-,PASS,2021.05.12 15:40:28,SST Denali#1(TEST HEAD 3),'5210325006721,81087,2021.05.12 15:26:35,2021.05.12 15:40:28,'00:13:53,'OK,E0022500E4094A74,4106049,'0000000007,3.670,OK,OK,OK,4,360,25.73,64.07,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00584,Denali_v0100000002.mot 2F1607E1,4.848,54.005,'BG96MAR02A07M1G,'860640052395631,'89460800231121181427,27.61,32.7689046,6.798,26.928,-,PASS,2021.05.12 15:56:42,SST Denali#1(TEST HEAD 4),'5210325006524,81087,2021.05.12 15:51:02,2021.05.12 15:56:42,'00:05:40,'OK,E0022500E3F797DD,4105101,'0000000007,3.670,OK,OK,OK,4,552,25.73,62.33,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B008F4,Denali_v0100000002.mot 2F1607E1,4.840,53.245,'BG96MAR02A07M1G,'860640052459312,'89460800231121176450,25.81,32.7688458,6.859,34.747,-,PASS,2021.05.12 19:38:55,SST Denali#1(TEST HEAD 3),'5210325006597,81087,2021.05.12 19:34:01,2021.05.12 19:38:55,'00:04:54,'OK,E0022500E405F472,4106418,'0000000007,3.682,OK,OK,OK,4,354,25.61,64.85,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B005N4,Denali_v0100000002.mot 2F1607E1,4.855,53.465,'BG96MAR02A07M1G,'860640052440841,'89460800231121183738,24.16,32.7687917,6.722,34.022,-,PASS,2021.05.12 09:58:24,SST Denali#1(TEST HEAD 3),'5210325006576,36254,2021.05.12 09:48:01,2021.05.12 09:58:24,'00:10:23,'OK,E0022500E41FC81A,4126041,'0000000007,3.665,OK,OK,OK,4,355,24.45,73.16,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00914,Denali_v0100000002.mot 2F1607E1,4.866,52.586,'BG96MAR02A07M1G,'860640052481159,'89460800231121184215,14.43,32.7684727,6.783,34.436,-,PASS,2021.05.12 14:24:49,SST Denali#1(TEST HEAD 1),'5210325006440,36254,2021.05.12 14:16:25,2021.05.12 14:24:49,'00:08:24,'OK,E0022500E415474E,4107982,'0000000007,3.684,OK,OK,OK,5,393,25.75,63.34,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B007H4,Denali_v0100000002.mot 2F1607E1,4.848,53.373,'BG96MAR02A07M1G,'860640052459924,'89460800231121175759,24.68,32.7688087,6.951,32.986,-,PASS,2021.05.12 16:02:36,SST Denali#1(TEST HEAD 4),'5210325006405,81087,2021.05.12 15:56:57,2021.05.12 16:02:36,'00:05:39,'OK,E0022500E409152D,4105198,'0000000007,3.689,OK,OK,OK,5,558,25.78,62.97,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B001H4,Denali_v0100000002.mot 2F1607E1,4.857,53.614,'BG96MAR02A07M1G,'860640052380153,'89460800231121181872,28.96,32.7689489,6.916,26.203,-,PASS,2021.05.12 22:31:13,SST Denali#1(TEST HEAD 4),'5210325005944,71064,2021.05.12 22:22:35,2021.05.12 22:31:13,'00:08:38,'OK,E0022500E41F8B3F,4118400,'0000000007,3.674,OK,OK,OK,4,526,24.98,67.22,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B001M4,Denali_v0100000002.mot 2F1607E1,4.838,52.524,'BG96MAR02A07M1G,'860640052311992,'89460800231121180304,20.57,32.7686740,6.994,32.934,-,PASS,2021.05.12 16:25:02,SST Denali#1(TEST HEAD 3),'5210325006628,81087,2021.05.12 16:19:01,2021.05.12 16:25:02,'00:06:01,'OK,E0022500E415750E,4104581,'0000000007,3.682,OK,OK,OK,4,338,25.77,66.17,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B000D4,Denali_v0100000002.mot 2F1607E1,4.875,52.916,'BG96MAR02A07M1G,'860640052403831,'89460800231121176393,15.76,32.7685164,6.164,34.229,-,PASS,2021.05.12 22:15:43,SST Denali#1(TEST HEAD 2),'5210325006788,71064,2021.05.12 22:09:05,2021.05.12 22:15:43,'00:06:38,'OK,E0022500E3FDF05D,4117735,'0000000007,3.672,OK,OK,OK,4,424,25.02,67.83,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B000N4,Denali_v0100000002.mot 2F1607E1,4.861,52.999,'BG96MAR02A07M1G,'860640052480201,'89460800231121181476,25.74,32.7688434,6.766,34.799,-,PASS,2021.05.12 18:40:30,SST Denali#1(TEST HEAD 4),'5210325006584,81087,2021.05.12 18:36:26,2021.05.12 18:40:30,'00:04:04,'OK,E0022500E41D30FE,4105541,'0000000007,3.687,OK,OK,OK,4,537,24.88,68.42,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003V4,Denali_v0100000002.mot 2F1607E1,4.842,53.294,'BG96MAR02A07M1G,'860640052391002,'89460800231121179611,33.54,32.7690992,6.846,34.747,-,PASS,2021.05.12 22:31:03,SST Denali#1(TEST HEAD 3),'5210325006572,71064,2021.05.12 22:22:30,2021.05.12 22:31:03,'00:08:33,'OK,E0022500E3FE089A,4118470,'0000000007,3.679,OK,OK,OK,4,362,24.95,67.80,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B002K4,Denali_v0100000002.mot 2F1607E1,4.841,52.396,'BG96MAR02A07M1G,'860640052366608,'89460800231121183431,16.20,32.7685308,6.857,34.540,-,PASS,2021.05.12 20:36:43,SST Denali#1(TEST HEAD 3),'5210325006683,71064,2021.05.12 20:27:58,2021.05.12 20:36:43,'00:08:45,'OK,E0022500E41CD30D,4109413,'0000000007,3.678,OK,OK,OK,4,364,25.22,69.71,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B004A4,Denali_v0100000002.mot 2F1607E1,4.846,53.324,'BG96MAR02A07M1G,'860640052366970,'89460800231121180403,24.91,32.7688161,6.944,34.695,-,PASS,2021.05.12 14:05:50,SST Denali#1(TEST HEAD 3),'5210325006621,36254,2021.05.12 13:57:15,2021.05.12 14:05:50,'00:08:35,'OK,E0022500E41570F2,4111602,'0000000007,3.673,OK,OK,OK,4,342,25.15,67.98,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003R4,Denali_v0100000002.mot 2F1607E1,4.861,61.096,'BG96MAR02A07M1G,'860640052459874,'89460800231121185196,18.79,32.7686158,6.605,33.142,-,PASS,2021.05.12 18:45:40,SST Denali#1(TEST HEAD 4),'5210325006598,81087,2021.05.12 18:40:51,2021.05.12 18:45:40,'00:04:49,'OK,E0022500E405F2C9,4106060,'0000000007,3.673,OK,OK,OK,3,538,24.85,68.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00554,Denali_v0100000002.mot 2F1607E1,4.861,53.027,'BG96MAR02A07M1G,'860640052462126,'89460800231121178126,18.51,32.7686066,6.881,29.361,-,PASS,2021.05.12 22:52:25,SST Denali#1(TEST HEAD 4),'5210325006399,71064,2021.05.12 22:45:36,2021.05.12 22:52:25,'00:06:49,'OK,E0022500E411F01F,4117548,'0000000007,3.686,OK,OK,OK,4,566,24.95,71.41,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00394,Denali_v0100000002.mot 2F1607E1,4.882,53.922,'BG96MAR02A07M1G,'860640052462118,'89460800231121178118,27.62,32.7689049,6.971,33.711,-,PASS,2021.05.12 22:47:02,SST Denali#1(TEST HEAD 2),'5210325006400,71064,2021.05.12 22:40:29,2021.05.12 22:47:02,'00:06:33,'OK,E0022500E4120567,4117766,'0000000007,3.669,OK,OK,OK,4,440,25.04,69.47,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B002F4,Denali_v0100000002.mot 2F1607E1,4.847,52.541,'BG96MAR02A07M1G,'860640052392869,'89460800231121177938,14.63,32.7684795,6.769,31.226,-,PASS,2021.05.12 17:16:17,SST Denali#1(TEST HEAD 4),'5210325006535,36254,2021.05.12 17:06:04,2021.05.12 17:16:17,'00:10:13,'OK,E0022500E3FC34AB,4106394,'0000000007,3.685,OK,OK,OK,4,564,25.68,63.70,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00444,Denali_v0100000002.mot 2F1607E1,4.865,52.477,'BG96MAR02A07M1G,'860640052366822,'89460800231121176302,22.57,32.7687395,6.619,33.504,-,PASS,2021.05.12 13:37:40,SST Denali#1(TEST HEAD 1),'5210325006067,36254,2021.05.12 13:28:08,2021.05.12 13:37:40,'00:09:32,'OK,E0022500E4092E54,4112671,'0000000007,3.676,OK,OK,OK,4,378,25.55,64.88,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003Y4,Denali_v0100000002.mot 2F1607E1,4.861,53.154,'BG96MAR02A07M1G,'860640052456771,'89460800231121175775,17.13,32.7685612,6.820,29.983,-,PASS,2021.05.12 13:41:31,SST Denali#1(TEST HEAD 4),'5210325006073,36254,2021.05.12 13:33:46,2021.05.12 13:41:31,'00:07:45,'OK,E0022500E4061535,4112423,'0000000007,3.676,OK,OK,OK,4,551,25.08,65.46,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003C4,Denali_v0100000002.mot 2F1607E1,4.785,54.249,'BG96MAR02A07M1G,'860640052460195,'89460800231121179983,23.06,32.7687557,6.930,29.827,-,PASS,2021.05.12 14:05:40,SST Denali#1(TEST HEAD 2),'5210325006028,36254,2021.05.12 13:56:42,2021.05.12 14:05:40,'00:08:58,'OK,E0022500E3FBB829,4111399,'0000000007,3.663,OK,OK,OK,5,438,25.26,69.21,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B004S4,Denali_v0100000002.mot 2F1607E1,4.873,62.117,'BG96MAR02A07M1G,'860640052393917,'89460800231121181096,35.72,32.7691704,6.968,34.643,-,PASS,2021.05.12 22:31:03,SST Denali#1(TEST HEAD 2),'5210325006146,71064,2021.05.12 22:22:19,2021.05.12 22:31:03,'00:08:44,'OK,E0022500E41CBA92,4118624,'0000000007,3.679,OK,OK,OK,4,427,25.01,67.51,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00334,Denali_v0100000002.mot 2F1607E1,4.848,53.756,'BG96MAR02A07M1G,'860640052380070,'89460800231121177474,29.97,32.7689819,6.997,30.915,-,PASS,2021.05.12 16:49:49,SST Denali#1(TEST HEAD 4),'5210325006167,36254,2021.05.12 16:44:57,2021.05.12 16:49:49,'00:04:52,'OK,E0022500E41F3834,4105900,'0000000007,3.677,OK,OK,OK,4,564,25.89,61.15,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B004D4,Denali_v0100000002.mot 2F1607E1,4.858,53.782,'BG96MAR02A07M1G,'860640052477991,'89460800231121184140,18.36,32.7686015,6.996,28.999,-,PASS,2021.05.12 14:09:28,SST Denali#1(TEST HEAD 4),'5210325006256,36254,2021.05.12 14:01:23,2021.05.12 14:09:28,'00:08:05,'OK,E0022500E415604B,4111046,'0000000007,3.685,OK,OK,OK,5,571,25.43,67.05,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B004T4,Denali_v0100000002.mot 2F1607E1,4.850,52.708,'BG96MAR02A07M1G,'860640052465749,'89460800231121178811,24.84,32.7688139,6.574,33.918,-,PASS,2021.05.12 13:57:02,SST Denali#1(TEST HEAD 3),'5210325006273,36254,2021.05.12 13:46:47,2021.05.12 13:57:02,'00:10:15,'OK,E0022500E415E100,4111773,'0000000007,3.681,OK,OK,OK,5,358,25.03,67.19,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B001T4,Denali_v0100000002.mot 2F1607E1,4.854,53.720,'BG96MAR02A07M1G,'860640052477603,'89460800231121178597,14.95,32.7684899,6.913,34.229,-,PASS,2021.05.12 16:49:24,SST Denali#1(TEST HEAD 3),'5210325006300,36254,2021.05.12 16:44:53,2021.05.12 16:49:24,'00:04:31,'OK,E0022500E415911F,4106398,'0000000007,3.692,OK,OK,OK,5,381,25.94,60.64,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00414,Denali_v0100000002.mot 2F1607E1,4.861,53.386,'BG96MAR02A07M1G,'860640052295039,'89460800231121183670,17.14,32.7685618,6.910,34.074,-,PASS,2021.05.12 14:03:17,SST Denali#1(TEST HEAD 1),'5210325006333,36254,2021.05.12 13:54:20,2021.05.12 14:03:17,'00:08:57,'OK,E0022500E3F78559,4111554,'0000000007,3.691,OK,OK,OK,5,400,25.78,65.66,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00AT4,Denali_v0100000002.mot 2F1607E1,4.856,52.036,'BG96MAR02A07M1G,'860640052393131,'89460800231121181567,27.50,32.7689010,6.696,28.947,-,PASS,2021.05.12 17:57:06,SST Denali#1(TEST HEAD 4),'5210325006160,36254,2021.05.12 17:52:14,2021.05.12 17:57:06,'00:04:52,'OK,E0022500E41CB2D1,4105908,'0000000007,3.691,OK,OK,OK,4,583,24.76,66.22,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00BK4,Denali_v0100000002.mot 2F1607E1,4.839,53.766,'BG96MAR02A07M1G,'860640052295336,'89460800231121176690,20.46,32.7686705,6.290,34.902,-,PASS,2021.05.12 10:44:39,SST Denali#1(TEST HEAD 3),'5210325006253,36254,2021.05.12 10:35:10,2021.05.12 10:44:39,'00:09:29,'OK,E0022500E41581A6,4125207,'0000000007,3.670,OK,OK,OK,4,350,24.80,69.63,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B000M4,Denali_v0100000002.mot 2F1607E1,4.866,52.480,'BG96MAR02A07M1G,'860640052294560,'89460800231121183118,10.03,32.7683285,6.878,34.954,-,PASS,2021.05.12 10:27:15,SST Denali#1(TEST HEAD 1),'5210325006324,36254,2021.05.12 10:19:26,2021.05.12 10:27:15,'00:07:49,'OK,E0022500E404DDAC,4127007,'0000000007,3.694,OK,OK,OK,5,392,25.61,65.46,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00254,Denali_v0100000002.mot 2F1607E1,4.867,52.515,'BG96MAR02A07M1G,'860640052364058,'89460800231121175619,18.44,32.7686042,6.696,29.517,-,PASS,2021.05.12 10:19:56,SST Denali#1(TEST HEAD 4),'5210325006390,36254,2021.05.12 10:09:30,2021.05.12 10:19:56,'00:10:26,'OK,E0022500E3FDE462,4125556,'0000000007,3.672,OK,OK,OK,5,561,24.65,70.25,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00AX4,Denali_v0100000002.mot 2F1607E1,4.841,53.235,'BG96MAR02A07M1G,'860640052363902,'89460800231121175551,31.85,32.7690437,6.703,33.711,-,PASS,2021.05.12 10:33:39,SST Denali#1(TEST HEAD 3),'5210325006383,36254,2021.05.12 10:25:22,2021.05.12 10:33:39,'00:08:17,'OK,E0022500E406652A,4125773,'0000000007,3.661,OK,OK,OK,4,352,24.83,68.04,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00084,Denali_v0100000002.mot 2F1607E1,4.847,54.572,'BG96MAR02A07M1G,'860640052379924,'89460800231121178043,7.65,32.7682506,6.808,28.792,-,PASS,2021.05.12 16:44:33,SST Denali#1(TEST HEAD 4),'5210325006360,36254,2021.05.12 16:36:30,2021.05.12 16:44:33,'00:08:03,'OK,E0022500E41F432F,4104819,'0000000007,3.671,OK,OK,OK,4,566,25.90,61.68,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00314,Denali_v0100000002.mot 2F1607E1,4.864,62.436,'BG96MAR02A07M1G,'860640052291582,'89460800231121179892,22.78,32.7687463,6.730,33.245,-,PASS,2021.05.12 20:21:31,SST Denali#1(TEST HEAD 4),'5210325006746,71064,2021.05.12 20:14:43,2021.05.12 20:21:31,'00:06:48,'OK,E0022500E4095D0C,4110278,'0000000007,3.671,OK,OK,OK,3,535,24.83,72.21,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003P4,Denali_v0100000002.mot 2F1607E1,4.844,51.844,'BG96MAR02A07M1G,'860640052398775,'89460800231121179827,24.56,32.7688047,6.864,33.608,-,PASS,2021.05.12 20:21:30,SST Denali#1(TEST HEAD 3),'5210325006759,71064,2021.05.12 20:14:28,2021.05.12 20:21:30,'00:07:02,'OK,E0022500E3FE0C1C,4108062,'0000000007,3.682,OK,OK,OK,4,333,24.83,71.72,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003K4,Denali_v0100000002.mot 2F1607E1,4.865,52.181,'BG96MAR02A07M1G,'860640052280254,'89460800231121183977,36.82,32.7692065,6.889,29.413,-,PASS,2021.05.12 20:29:09,SST Denali#1(TEST HEAD 4),'5210325006702,71064,2021.05.12 20:22:35,2021.05.12 20:29:09,'00:06:34,'OK,E0022500E404EA10,4110786,'0000000007,3.698,OK,OK,OK,4,560,24.92,71.18,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
