Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
KD69G001E4,application-v0.0.0.107.srec,4.86914,-,'BG95M3LAR02A03_0,'864351059222929,'89460800235135992901,-,-,7.07087,23.9804,,PASS,2022.04.01 19:29:21,SST Denali Nextgen#1,36027,2022.04.01 19:27:43,2022.04.01 19:29:21,'00:01:38,'3,-,OK,OK,OK,4,400,24.78,59.7,OK,-,-,-,-,-,-,'0001070000,
KD69G000D4,application-v0.0.0.107.srec,4.86917,-,'BG95M3LAR02A03_0,'864351059222846,'89460800235135992919,-,-,7.1955,24.5242,,PASS,2022.04.01 19:31:13,SST Denali Nextgen#1,36027,2022.04.01 19:29:35,2022.04.01 19:31:13,'00:01:38,'3,-,OK,OK,OK,4,400,24.94,59.8,OK,-,-,-,-,-,-,'0001070000,
KD69G000F4,application-v0.0.0.107.srec,4.86913,-,'BG95M3LAR02A03_0,'864351059222051,'89460800235135992935,-,-,7.16208,25.1503,,PASS,2022.04.01 19:35:05,SST Denali Nextgen#1,36027,2022.04.01 19:33:26,2022.04.01 19:35:05,'00:01:39,'3,-,OK,OK,OK,4,400,24.67,59.9,OK,-,-,-,-,-,-,'0001070000,
KD59G00114,application-v0.0.0.107.srec,4.86902,-,'BG95M3LAR02A03_0,'864351059223711,'89460800235135993008,-,-,7.11876,24.1321,,PASS,2022.04.01 18:44:28,SST Denali Nextgen#1,36027,2022.04.01 18:42:49,2022.04.01 18:44:28,'00:01:39,'3,-,OK,OK,OK,4,341,24.78,59.7,OK,-,-,-,-,-,-,'0001070000,
KD69G000Q4,application-v0.0.0.107.srec,4.8691,-,'BG95M3LAR02A03_0,'864593055296346,'89460800235135992984,-,-,6.95796,25.3982,,PASS,2022.04.01 19:05:44,SST Denali Nextgen#1,36027,2022.04.01 19:04:06,2022.04.01 19:05:44,'00:01:38,'3,-,OK,OK,OK,4,400,24.72,60.6,OK,-,-,-,-,-,-,'0001070000,
KD69G000M4,application-v0.0.0.107.srec,4.86906,-,'BG95M3LAR02A03_0,'864351059221988,'89460800235135993024,-,-,7.04953,20.7903,,PASS,2022.04.01 19:17:29,SST Denali Nextgen#1,36027,2022.04.01 19:15:51,2022.04.01 19:17:29,'00:01:38,'3,-,OK,OK,OK,4,400,24.67,59.6,OK,-,-,-,-,-,-,'0001070000,
KD69G00174,application-v0.0.0.107.srec,4.86914,-,'BG95M3LAR02A03_0,'864593055296015,'89460800235135991614,-,-,7.11793,25.5447,,PASS,2022.04.01 19:19:28,SST Denali Nextgen#1,36027,2022.04.01 19:17:49,2022.04.01 19:19:28,'00:01:39,'3,-,OK,OK,OK,4,400,24.89,59.4,OK,-,-,-,-,-,-,'0001070000,
KD59G00264,application-v0.0.0.107.srec,4.8692,-,'BG95M3LAR02A03_0,'864593055296858,'89460800235135991572,-,-,7.10992,28.1298,,PASS,2022.04.01 18:38:06,SST Denali Nextgen#1,36027,2022.04.01 18:36:19,2022.04.01 18:38:06,'00:01:47,'3,-,OK,OK,OK,4,330,24.83,60,OK,-,-,-,-,-,-,'0001070000,
KD69G000V4,application-v0.0.0.107.srec,4.86925,-,'BG95M3LAR02A03_0,'864351059223752,'89460800235135993016,-,-,7.10929,27.5948,,PASS,2022.04.01 19:15:37,SST Denali Nextgen#1,36027,2022.04.01 19:14:00,2022.04.01 19:15:37,'00:01:37,'3,-,OK,OK,OK,4,400,24.72,59.7,OK,-,-,-,-,-,-,'0001070000,
KD59G00134,application-v0.0.0.107.srec,4.86906,-,'BG95M3LAR02A03_0,'864593055297005,'89460800235135992992,-,-,7.44547,24.1151,,PASS,2022.04.01 18:42:35,SST Denali Nextgen#1,36027,2022.04.01 18:40:48,2022.04.01 18:42:35,'00:01:47,'3,-,OK,OK,OK,4,370,24.72,59.5,OK,-,-,-,-,-,-,'0001070000,
