Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JEG9B00534,Denali_v0100000002.mot 2F1607E1,4.858,51.987,'BG96MAR02A07M1G,'860640052465723,'89460800231121182979,20.01,32.7686557,6.775,30.397,-,PASS,2021.05.13 00:49:50,SST Denali#1(TEST HEAD 4),'5210325006551,71064,2021.05.13 00:42:13,2021.05.13 00:49:50,'00:07:37,'OK,E0022500E415E247,4116813,'0000000007,3.684,OK,OK,OK,2,545,25.23,71.91,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00644,Denali_v0100000002.mot 2F1607E1,4.865,54.359,'BG96MAR02A07M1G,'860640052338169,'89460800231121182623,11.37,32.7683725,6.969,33.608,-,PASS,2021.05.12 15:06:37,SST Denali#1(TEST HEAD 1),'5210325006544,36254,2021.05.12 14:56:59,2021.05.12 15:06:37,'00:09:38,'OK,E0022500E3FB3266,4106646,'0000000007,3.712,OK,OK,OK,4,386,25.88,63.74,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00394,Denali_v0100000002.mot 2F1607E1,4.854,52.187,'BG96MAR02A07M1G,'860640052407451,'89460800231121438413,38.45,32.7692600,6.762,21.438,-,PASS,2021.05.13 01:59:36,SST Denali#1(TEST HEAD 4),'5210325005621,71064,2021.05.13 01:51:28,2021.05.13 01:59:36,'00:08:08,'OK,E00225018B692961,4115052,'0000000007,3.659,OK,OK,OK,2,559,25.22,74.11,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005T4,Denali_v0100000002.mot 2F1607E1,4.860,53.088,'BG96MAR02A07M1G,'860640052474691,'89460800231121177227,22.32,32.7687313,6.762,28.326,-,PASS,2021.05.13 01:18:19,SST Denali#1(TEST HEAD 4),'5210325006380,71064,2021.05.13 01:11:36,2021.05.13 01:18:19,'00:06:43,'OK,E0022500E3FE09E0,4116666,'0000000007,3.661,OK,OK,OK,2,558,25.23,70.27,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00BM4,Denali_v0100000002.mot 2F1607E1,4.860,52.326,'BG96MAR02A07M1G,'860640052294495,'89460800231121183381,15.69,32.7685141,6.898,26.565,-,PASS,2021.05.13 00:30:40,SST Denali#1(TEST HEAD 4),'5210325006315,71064,2021.05.13 00:22:47,2021.05.13 00:30:40,'00:07:53,'OK,E0022500E4096448,4116896,'0000000007,3.675,OK,OK,OK,2,571,25.08,73.96,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B000S4,Denali_v0100000002.mot 2F1607E1,4.872,52.754,'BG96MAR02A07M1G,'860640052440858,'89460800231121183720,29.77,32.7689756,6.962,34.177,-,PASS,2021.05.12 22:08:23,SST Denali#1(TEST HEAD 2),'5210325006592,71064,2021.05.12 22:00:26,2021.05.12 22:08:23,'00:07:57,'OK,E0022500E41FCA27,4117102,'0000000007,3.668,OK,OK,OK,5,430,25.00,69.01,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00104,Denali_v0100000002.mot 2F1607E1,4.870,52.089,'BG96MAR02A07M1G,'860640052459932,'89460800231121175734,23.16,32.7687589,6.841,34.902,-,PASS,2021.05.12 20:36:43,SST Denali#1(TEST HEAD 1),'5210325006404,71064,2021.05.12 20:28:12,2021.05.12 20:36:43,'00:08:31,'OK,E0022500E40911AB,4110399,'0000000007,3.672,OK,OK,OK,4,396,25.45,68.41,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00AP4,Denali_v0100000002.mot 2F1607E1,4.862,54.211,'BG96MAR02A07M1G,'860640052294990,'89460800231121178571,24.03,32.7687873,6.850,23.717,-,PASS,2021.05.12 22:44:08,SST Denali#1(TEST HEAD 4),'5210325006284,71064,2021.05.12 22:34:41,2021.05.12 22:44:08,'00:09:27,'OK,E0022500E3FC21EE,4119015,'0000000007,3.674,OK,OK,OK,4,543,25.17,69.88,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00AH4,Denali_v0100000002.mot 2F1607E1,4.870,53.651,'BG96MAR02A07M1G,'860640052294669,'89460800231121182235,25.16,32.7688246,6.814,34.592,-,PASS,2021.05.12 20:52:58,SST Denali#1(TEST HEAD 1),'5210325006339,71064,2021.05.12 20:42:52,2021.05.12 20:52:58,'00:10:06,'OK,E0022500E4050E22,4111534,'0000000007,3.669,OK,OK,OK,3,375,25.57,66.28,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B001A4,Denali_v0100000002.mot 2F1607E1,4.861,52.934,'BG96MAR02A07M1G,'860640052474931,'89460800231121182490,36.56,32.7691980,6.890,28.999,-,PASS,2021.05.12 23:37:03,SST Denali#1(TEST HEAD 4),'5210325006428,71064,2021.05.12 23:30:46,2021.05.12 23:37:03,'00:06:17,'OK,E0022500E41F676D,4118697,'0000000007,3.685,OK,OK,OK,2,558,24.51,73.86,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00124,Denali_v0100000002.mot 2F1607E1,4.862,52.410,'BG96MAR02A07M1G,'860640052295104,'89460800231121182763,30.38,32.7689956,6.651,27.704,-,PASS,2021.05.12 14:01:06,SST Denali#1(TEST HEAD 4),'5210325006337,36254,2021.05.12 13:52:41,2021.05.12 14:01:06,'00:08:25,'OK,E0022500E3FC2755,4112003,'0000000007,3.663,OK,OK,OK,4,566,25.24,66.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00134,Denali_v0100000002.mot 2F1607E1,4.865,52.899,'BG96MAR02A07M1G,'860640052366830,'89460800231121176443,13.89,32.7684550,6.884,30.035,-,PASS,2021.05.12 20:57:14,SST Denali#1(TEST HEAD 4),'5210325006614,71064,2021.05.12 20:49:54,2021.05.12 20:57:14,'00:07:20,'OK,E0022500E41D0083,4112317,'0000000007,3.679,OK,OK,OK,4,546,24.97,68.03,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005W4,Denali_v0100000002.mot 2F1607E1,4.863,54.068,'BG96MAR02A07M1G,'860640052459593,'89460800231121182136,16.67,32.7685461,6.464,27.394,-,PASS,2021.05.12 21:31:11,SST Denali#1(TEST HEAD 4),'5210325005959,71064,2021.05.12 21:23:28,2021.05.12 21:31:11,'00:07:43,'OK,E0022500E415B55D,4114056,'0000000007,3.674,OK,OK,OK,4,530,25.12,70.37,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B003J4,Denali_v0100000002.mot 2F1607E1,4.932,52.108,'BG96MAR02A07M1G,'860640052424605,'89460800231121436185,19.82,32.7686494,6.640,28.740,-,PASS,2021.05.13 01:58:49,SST Denali#1(TEST HEAD 2),'5210325005222,71064,2021.05.13 01:51:11,2021.05.13 01:58:49,'00:07:38,'OK,E00225018B69D94F,4114187,'0000000007,3.667,OK,OK,OK,2,424,25.29,73.40,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B003M4,Denali_v0100000002.mot 2F1607E1,4.927,53.340,'BG96MAR02A07M1G,'860640052460914,'89460800231121436367,26.93,32.7688823,6.951,29.361,-,PASS,2021.05.13 02:09:10,SST Denali#1(TEST HEAD 2),'5210325005461,71064,2021.05.13 02:02:43,2021.05.13 02:09:10,'00:06:27,'OK,E00225018B6DF329,4115641,'0000000007,3.670,OK,OK,OK,2,426,25.58,70.00,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B007Z4,Denali_v0100000002.mot 2F1607E1,4.846,53.585,'BG96MAR02A07M1G,'860640052440676,'89460800231121185170,26.56,32.7688704,6.399,29.931,-,PASS,2021.05.12 23:47:09,SST Denali#1(TEST HEAD 3),'5210325006594,71064,2021.05.12 23:38:54,2021.05.12 23:47:09,'00:08:15,'OK,E0022500E4099BE4,4119045,'0000000007,3.667,OK,OK,OK,1,355,24.89,73.12,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B008C4,Denali_v0100000002.mot 2F1607E1,4.867,53.902,'BG96MAR02A07M1G,'860640052399484,'89460800231121183902,26.76,32.7688769,6.963,34.954,-,PASS,2021.05.13 01:32:08,SST Denali#1(TEST HEAD 1),'5210325006693,71064,2021.05.13 01:26:24,2021.05.13 01:32:08,'00:05:44,'OK,E0022500E3FE4547,4117561,'0000000007,3.670,OK,OK,OK,2,371,26.01,67.39,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B007J4,Denali_v0100000002.mot 2F1607E1,4.847,53.292,'BG96MAR02A07M1G,'860640052475094,'89460800231121183860,23.86,32.7687817,6.778,34.850,-,PASS,2021.05.13 01:27:50,SST Denali#1(TEST HEAD 3),'5210325006268,71064,2021.05.13 01:19:50,2021.05.13 01:27:50,'00:08:00,'OK,E0022500E41532AD,4116652,'0000000007,3.669,OK,OK,OK,2,363,25.16,69.93,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B007B4,Denali_v0100000002.mot 2F1607E1,4.859,53.806,'BG96MAR02A07M1G,'860640052280635,'89460800231121183514,17.91,32.7685870,6.896,33.815,-,PASS,2021.05.12 23:54:51,SST Denali#1(TEST HEAD 4),'5210325006235,71064,2021.05.12 23:48:36,2021.05.12 23:54:51,'00:06:15,'OK,E0022500E41CC9CA,4119063,'0000000007,3.686,OK,OK,OK,2,536,24.76,71.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEH9B00014,Denali_v0100000002.mot 2F1607E1,4.904,53.972,'BG96MAR02A07M1G,'860640052380245,'89460800231121183639,21.89,32.7687172,6.415,32.468,-,PASS,2021.05.13 00:13:02,SST Denali#1(TEST HEAD 2),'5210325006431,71064,2021.05.13 00:04:03,2021.05.13 00:13:02,'00:08:59,'OK,E0022500E41F91F8,4118927,'0000000007,3.672,OK,OK,OK,1,411,25.11,70.01,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00944,Denali_v0100000002.mot 2F1607E1,4.871,52.094,'BG96MAR02A07M1G,'860640052362102,'89460800231121182318,15.24,32.7684995,6.253,34.695,-,PASS,2021.05.12 21:29:31,SST Denali#1(TEST HEAD 1),'5210325006449,71064,2021.05.12 21:18:05,2021.05.12 21:29:31,'00:11:26,'OK,E0022500E4098FDB,4114273,'0000000007,3.684,OK,OK,OK,4,408,25.57,67.23,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00884,Denali_v0100000002.mot 2F1607E1,4.842,54.157,'BG96MAR02A07M1G,'860640052460252,'89460800231121178472,18.49,32.7686060,6.838,33.090,-,PASS,2021.05.12 16:31:34,SST Denali#1(TEST HEAD 3),'5210325006539,81087,2021.05.12 16:25:32,2021.05.12 16:31:34,'00:06:02,'OK,E0022500E3FD60D5,4105127,'0000000007,3.682,OK,OK,OK,4,357,25.85,64.36,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00664,Denali_v0100000002.mot 2F1607E1,4.915,52.542,'BG96MAR02A07M1G,'860640052397090,'89460800231121177805,26.80,32.7688782,6.841,32.727,-,PASS,2021.05.13 01:01:22,SST Denali#1(TEST HEAD 2),'5210325006692,71064,2021.05.13 00:51:33,2021.05.13 01:01:22,'00:09:49,'OK,E0022500E3FE753A,4117243,'0000000007,3.668,OK,OK,OK,3,425,25.37,68.89,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005B4,Denali_v0100000002.mot 2F1607E1,4.858,52.286,'BG96MAR02A07M1G,'860640052309954,'89460800231121178035,25.76,32.7688441,6.226,24.235,-,PASS,2021.05.13 01:10:25,SST Denali#1(TEST HEAD 4),'5210325006700,71064,2021.05.13 01:03:22,2021.05.13 01:10:25,'00:07:03,'OK,E0022500E404F0D7,4116530,'0000000007,3.680,OK,OK,OK,2,531,25.16,68.74,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00564,Denali_v0100000002.mot 2F1607E1,4.859,54.126,'BG96MAR02A07M1G,'860640052471713,'89460800231121183258,34.05,32.7691156,6.888,26.410,-,PASS,2021.05.13 01:27:50,SST Denali#1(TEST HEAD 4),'5210325006780,71064,2021.05.13 01:19:54,2021.05.13 01:27:50,'00:07:56,'OK,E0022500E40571BF,4117096,'0000000007,3.692,OK,OK,OK,2,569,25.32,70.32,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B004V4,Denali_v0100000002.mot 2F1607E1,4.860,51.935,'BG96MAR02A07M1G,'860640052474584,'89460800231121184173,31.02,32.7690166,6.626,24.701,-,PASS,2021.05.12 23:47:59,SST Denali#1(TEST HEAD 4),'5210325006825,71064,2021.05.12 23:39:43,2021.05.12 23:47:59,'00:08:16,'OK,E0022500E41CBF6E,4118872,'0000000007,3.682,OK,OK,OK,2,541,24.63,71.85,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B006N4,Denali_v0100000002.mot 2F1607E1,4.853,52.884,'BG96MAR02A07M1G,'860640052295047,'89460800231121182805,29.62,32.7689705,6.870,34.333,-,PASS,2021.05.12 16:44:33,SST Denali#1(TEST HEAD 3),'5210325006330,36254,2021.05.12 16:36:25,2021.05.12 16:44:33,'00:08:08,'OK,E0022500E3F78423,4105034,'0000000007,3.681,OK,OK,OK,4,362,25.84,62.33,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B006F4,Denali_v0100000002.mot,4.7981,15.1496,'BG96MAR02A07M1G,'860640052364991,'89460800231121181328,28.52478,32.7689347,5.3605,31.9938,,PASS,2021.05.12 16:38:10,SST Denali#3,5210325006064,36254,2021.05.12 16:34:23,2021.05.12 16:38:10,'00:03:47,OK,'E0022500E41C9FAA,4105467,'0000000007,3.67996,OK,OK,OK,4,528,26.9696,59.31702,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B006G4,Denali_v0100000002.mot,4.79794,15.077,'BG96MAR02A07M1G,'860640052474576,'89460800231121177276,38.03986,32.76924649,5.68924,27.0829,,PASS,2021.05.13 08:14:53,SST Denali#3,5210325006366,81087,2021.05.13 08:11:30,2021.05.13 08:14:53,'00:03:23,OK,'E0022500E3FBD38B,4122286,'0000000007,3.69788,OK,OK,OK,4,544,24.31,77.94647,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B001R4,Denali_v0100000002.mot,4.82013,15.077,'BG96MAR02A07M1G,'860640052475631,'89460800231121184819,-1.17554,32.76796148,5.22029,27.2237,,PASS,2021.05.12 19:04:23,SST Denali#3,5210325005907,36254,2021.05.12 19:01:03,2021.05.12 19:04:23,'00:03:20,OK,'E0022500E3FC3157,4105200,'0000000007,3.68706,OK,OK,OK,1,498,25.76797,68.75,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B003R4,Denali_v0100000002.mot,4.812,15.314,'BG96MAR02A07M1G,'860640052330414,'89460800231121184058,37.81281,32.76923905,5.41077,22.172,,PASS,2021.05.13 01:25:54,SST Denali#3,5210325006636,71064,2021.05.13 01:21:33,2021.05.13 01:25:54,'00:04:21,OK,'E0022500E41150EA,4115698,'0000000007,3.70233,OK,OK,OK,1,482,26.08841,68.02368,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B007A4,Denali_v0100000002.mot,4.82777,15.192,'BG96MAR02A07M1G,'860640052475680,'89460800231121181757,19.67987,32.76864487,5.32129,23.2441,,PASS,2021.05.12 22:01:09,SST Denali#3,5210325005902,71064,2021.05.12 21:57:21,2021.05.12 22:01:09,'00:03:48,OK,'E0022500E3F781DF,4116890,'0000000007,3.685,OK,OK,OK,6,624,26.04301,66.49323,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B007W4,Denali_v0100000002.mot,4.7646,15.1329,'BG96MAR02A07M1G,'860640052395656,'89460800231121181435,22.71240,32.76874424,5.38933,27.24,,PASS,2021.05.13 00:05:35,SST Denali#3,5210325006525,71064,2021.05.13 00:01:10,2021.05.13 00:05:35,'00:04:25,OK,'E0022500E3FBE988,4118115,'0000000007,3.70031,OK,OK,OK,1,598,26.28334,65.39307,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B003P4,Denali_v0100000002.mot,4.81323,18.095,'BG96MAR02A07M1G,'860640052462696,'89460800231121436680,35.66589,32.7691687,5.2115,26.3628,,PASS,2021.05.13 02:00:15,SST Denali#3,5210325005444,71064,2021.05.13 01:56:43,2021.05.13 02:00:15,'00:03:32,OK,'E00225018B6D2E7C,4114887,'0000000007,3.66768,OK,OK,OK,1,579,26.59576,68.55469,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B006K4,Denali_v0100000002.mot,4.81349,15.3892,'BG96MAR02A07M1G,'860640052462282,'89460800231121182813,11.63330,32.7683812,5.37145,22.08,,PASS,2021.05.13 00:42:49,SST Denali#3,5210325005899,71064,2021.05.13 00:39:18,2021.05.13 00:42:49,'00:03:31,OK,'E0022500E3FE7440,4119129,'0000000007,3.70417,OK,OK,OK,1,490,25.81871,69.94019,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B005X4,Denali_v0100000002.mot,4.83002,15.65,'BG96MAR02A07M1G,'860640052364322,'89460800231121184264,28.50159,32.76893394,5.31318,28.534,,PASS,2021.05.13 01:03:58,SST Denali#3,5210325006396,71064,2021.05.13 00:59:27,2021.05.13 01:03:58,'00:04:31,OK,'E0022500E4065C6E,4117593,'0000000007,3.66952,OK,OK,OK,5,620,26.39549,65.69824,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B005F4,Denali_v0100000002.mot,4.81973,19.1983,'BG96MAR02A07M1G,'860640052392570,'89460800231121177920,15.89386,32.76852081,5.3588,26.1733,,PASS,2021.05.13 01:05:29,SST Denali#3,5210325006538,71064,2021.05.13 01:01:36,2021.05.13 01:05:29,'00:03:53,OK,'E0022500E3FC3696,4117687,'0000000007,3.6884,OK,OK,OK,1,513,26.12312,65.6189,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B004G4,Denali_v0100000002.mot,4.79966,16.4818,'BG96MAR02A07M1G,'860640052387604,'89460800231121176898,10.34454,32.76833897,5.51255,23.9426,,PASS,2021.05.13 01:20:10,SST Denali#3,5210325006609,71064,2021.05.13 01:15:58,2021.05.13 01:20:10,'00:04:12,OK,'E0022500E4055487,4117304,'0000000007,3.6958,OK,OK,OK,4,588,26.3768,66.38031,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00634,Denali_v0100000002.mot,4.82787,15.784,'BG96MAR02A07M1G,'860640052440791,'89460800231121181419,28.13477,32.76892192,5.23134,23.3361,,PASS,2021.05.12 23:50:35,SST Denali#3,5210325006593,71064,2021.05.12 23:46:29,2021.05.12 23:50:35,'00:04:06,OK,'E0022500E4099D5F,4119227,'0000000007,3.67041,OK,OK,OK,4,617,25.88814,66.4978,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B005R4,Denali_v0100000002.mot,4.80985,17.7495,'BG96MAR02A07M1G,'860640052362268,'89460800231121176880,14.92950,32.76848921,5.3202,26.2762,,PASS,2021.05.13 01:15:08,SST Denali#3,5210325006424,71064,2021.05.13 01:12:51,2021.05.13 01:15:08,'00:02:17,OK,'E0022500E41CAFD7,4115863,'0000000007,3.68248,OK,OK,OK,1,599,26.36612,65.1001,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B001X4,Denali_v0100000002.mot,4.81791,15.4804,'BG96MAR02A07M1G,'860640052380336,'89460800231121177706,13.47748,32.76844163,5.43774,26.953,,PASS,2021.05.12 18:59:14,SST Denali#3,5210325005926,36254,2021.05.12 18:55:41,2021.05.12 18:59:14,'00:03:33,OK,'E0022500E41EFF85,4105861,'0000000007,3.6962,OK,OK,OK,1,508,25.86945,67.69867,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B001W4,Denali_v0100000002.mot,4.81865,15.0939,'BG96MAR02A07M1G,'860640052481258,'89460800231121185022,18.21228,32.76859678,5.40354,25.4207,,PASS,2021.05.12 21:18:29,SST Denali#3,5210325006098,71064,2021.05.12 21:14:13,2021.05.12 21:18:29,'00:04:16,OK,'E0022500E41F36CC,4114264,'0000000007,3.69992,OK,OK,OK,1,496,25.784,65.64636,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B006V4,Denali_v0100000002.mot,4.8118,15.4121,'BG96MAR02A07M1G,'860640052462167,'89460800231121176328,9.93591,32.76832558,5.33534,24.5761,,PASS,2021.05.12 22:49:45,SST Denali#3,5210325006260,71064,2021.05.12 22:46:04,2021.05.12 22:49:45,'00:03:41,OK,'E0022500E411FDA0,4118395,'0000000007,3.70443,OK,OK,OK,1,511,25.83206,68.75458,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00624,Denali_v0100000002.mot,4.82999,16.6172,'BG96MAR02A07M1G,'860640052380534,'89460800231121179009,32.55737,32.76906684,5.3823,26.1896,,PASS,2021.05.12 16:48:50,SST Denali#3,5210325005966,36254,2021.05.12 16:44:38,2021.05.12 16:48:50,'00:04:12,OK,'E0022500E41D3184,4105199,'0000000007,3.67964,OK,OK,OK,6,622,26.66252,59.3399,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00164,Denali_v0100000002.mot,4.82034,15.813,'BG96MAR02A07M1G,'860640052481167,'89460800231121184942,25.46417,32.76883441,5.3806,22.0259,,PASS,2021.05.12 21:17:53,SST Denali#3,5210325006103,71064,2021.05.12 21:13:55,2021.05.12 21:17:53,'00:03:58,OK,'E0022500E41F552D,4113775,'0000000007,3.67676,OK,OK,OK,5,619,25.74661,65.49225,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00174,Denali_v0100000002.mot,4.82172,15.5839,'BG96MAR02A07M1G,'860640052364231,'89460800231121175676,8.15247,32.76826714,5.26198,22.995,,PASS,2021.05.12 20:50:45,SST Denali#3,5210325006276,71064,2021.05.12 20:46:26,2021.05.12 20:50:45,'00:04:19,OK,'E0022500E40686FA,4112303,'0000000007,3.69931,OK,OK,OK,1,486,25.93353,65.10315,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B001G4,Denali_v0100000002.mot,4.8232,15.8707,'BG96MAR02A07M1G,'860640052369206,'89460800231121183969,41.71814,32.76936702,5.29039,22.394,,PASS,2021.05.12 14:58:26,SST Denali#3,5210325006599,36254,2021.05.12 14:54:25,2021.05.12 14:58:26,'00:04:01,OK,'E0022500E3FE48F8,4106519,'0000000007,3.68386,OK,OK,OK,6,634,26.46759,61.18011,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00AG4,Denali_v0100000002.mot,4.80149,15.8851,'BG96MAR02A07M1G,'860640052403856,'89460800231121184983,19.82819,32.76864973,5.42498,25.02,,PASS,2021.05.12 21:13:25,SST Denali#3,5210325006108,71064,2021.05.12 21:09:07,2021.05.12 21:13:25,'00:04:18,OK,'E0022500E40579FC,4113737,'0000000007,3.69505,OK,OK,OK,1,580,26.47827,62.99438,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00BJ4,Denali_v0100000002.mot,4.82829,17.4429,'BG96MAR02A07M1G,'860640052380351,'89460800231121177698,19.49463,32.7686388,5.1974,26.1138,,PASS,2021.05.12 14:25:52,SST Denali#3,5210325005935,36254,2021.05.12 14:22:15,2021.05.12 14:25:52,'00:03:37,OK,'E0022500E41F2675,4109496,'0000000007,3.69009,OK,OK,OK,5,634,25.84541,63.99384,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00764,Denali_v0100000002.mot,4.81871,15.2955,'BG96MAR02A07M1G,'860640052387620,'89460800231121176906,26.68671,32.76887447,5.4785,26.6227,,PASS,2021.05.13 01:20:38,SST Denali#3,5210325006566,71064,2021.05.13 01:16:04,2021.05.13 01:20:38,'00:04:34,OK,'E0022500E3FE00D9,4116589,'0000000007,3.6958,OK,OK,OK,1,522,26.10443,66.38031,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B009F4,Denali_v0100000002.mot,4.84758,15.6697,'BG96MAR02A07M1G,'860640052366962,'89460800231121178134,3.93402,32.76812891,5.3481,28.6477,,PASS,2021.05.12 22:45:14,SST Denali#3,5210325006406,71064,2021.05.12 22:41:45,2021.05.12 22:45:14,'00:03:29,OK,'E0022500E411EAD8,4117017,'0000000007,3.70659,OK,OK,OK,1,507,25.89615,67.00439,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00714,Denali_v0100000002.mot,4.82766,15.171,'BG96MAR02A07M1G,'860640052364645,'89460800231121178159,18.03406,32.76859094,6.80498,21.165,,PASS,2021.05.12 22:53:51,SST Denali#3,5210325006407,71064,2021.05.12 22:49:35,2021.05.12 22:53:51,'00:04:16,OK,'E0022500E411F499,4118366,'0000000007,3.68404,OK,OK,OK,5,647,26.18988,68.17932,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
